run_id,epoch,trial_index_in_epoch,timestamp_iso,benchmark,runtime,input_size,input_path,wall_clock_s,exit_code,energy_pkg_uj_total,energy_core_uj_total,avg_power_pkg_w,avg_power_core_w,user_cpu_s,sys_cpu_s,max_rss_kb,num_rapl_samples,governor,cpu_freq_pre_mhz,cpu_freq_post_mhz,cpu_temp_pre_c,cpu_temp_post_c,notes
idle-intertrial-02-000-e1e535,2,0,2026-05-03T22:37:53-0400,idle_intertrial,idle,,,5.000523,0,45473463,41624,9.0938,0.0083,0,0,0,51,schedutil,,,,,idle baseline
e02-t000-spell-pash_cold-1M-7d4fae,2,0,2026-05-03T22:37:54-0400,spell,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,1.232787,0,30792216,917723,25.6582,0.7647,1.16,0.55,24036,13,schedutil,1550.0,1375.0,,,
idle-intertrial-02-001-cdc28b,2,1,2026-05-03T22:37:59-0400,idle_intertrial,idle,,,5.000089,0,47329003,143837,9.6580,0.0294,0,0,0,50,schedutil,,,,,idle baseline
e02-t001-sort-sort-pash_cold-100M-fde95b,2,1,2026-05-03T22:38:04-0400,sort-sort,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,5.248855,0,172753349,5458153,33.2211,1.0496,9.36,3.34,53080,53,schedutil,1376.3,1550.0,,,
idle-intertrial-02-002-e1d9d5,2,2,2026-05-03T22:38:09-0400,idle_intertrial,idle,,,5.000350,0,51529058,129403,10.5158,0.0264,0,0,0,50,schedutil,,,,,idle baseline
e02-t002-spell-bash-10M-f41df3,2,2,2026-05-03T22:38:12-0400,spell,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.864119,0,85348568,12407103,30.4804,4.4309,3.37,1.09,9116,29,schedutil,1435.0,1550.0,,,
idle-intertrial-02-003-274ef5,2,3,2026-05-03T22:38:17-0400,idle_intertrial,idle,,,5.000600,0,49352520,190191,9.8695,0.0380,0,0,0,51,schedutil,,,,,idle baseline
e02-t003-wf-pash_cold-1M-0311b5,2,3,2026-05-03T22:38:18-0400,wf,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.928511,0,22915533,1062995,25.4585,1.1810,0.97,0.29,23800,10,schedutil,1546.9,1550.0,,,
idle-intertrial-02-004-1f5cb9,2,4,2026-05-03T22:38:23-0400,idle_intertrial,idle,,,5.000575,0,47968741,74932,9.5928,0.0150,0,0,0,51,schedutil,,,,,idle baseline
e02-t004-sort-sort-pash_cold-1M-903a8a,2,4,2026-05-03T22:38:24-0400,sort-sort,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.769336,0,17160383,1371084,24.5041,1.9578,0.67,0.3,23488,8,schedutil,1550.0,1550.0,,,
idle-intertrial-02-005-8e1e61,2,5,2026-05-03T22:38:29-0400,idle_intertrial,idle,,,5.000544,0,48936327,111902,9.7863,0.0224,0,0,0,51,schedutil,,,,,idle baseline
e02-t005-wf-bash-100M-356d6f,2,5,2026-05-03T22:39:01-0400,wf,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,31.616687,0,835438897,80348918,26.4379,2.5427,33.91,1.1,10488,317,schedutil,1550.0,1550.0,,,
idle-intertrial-02-006-12449d,2,6,2026-05-03T22:39:06-0400,idle_intertrial,idle,,,5.000536,0,47754443,199407,9.5499,0.0399,0,0,0,51,schedutil,,,,,idle baseline
e02-t006-nfa-regex-pash_cold-10M-615d1b,2,6,2026-05-03T22:39:18-0400,nfa-regex,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,12.361841,0,411074826,45262735,33.4204,3.6799,22.88,0.57,22984,124,schedutil,1550.0,1550.0,,,
idle-intertrial-02-007-529db6,2,7,2026-05-03T22:39:23-0400,idle_intertrial,idle,,,5.000567,0,44570907,283997,8.9132,0.0568,0,0,0,51,schedutil,,,,,idle baseline
e02-t007-nfa-regex-pash_cold-100M-114441,2,7,2026-05-03T22:41:18-0400,nfa-regex,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,114.452222,0,3971210448,580550207,34.7133,5.0747,225.88,3.34,52908,1145,schedutil,1550.0,1550.0,,,
idle-intertrial-02-008-b4fcce,2,8,2026-05-03T22:41:23-0400,idle_intertrial,idle,,,5.000189,0,47500992,83141,9.4999,0.0166,0,0,0,51,schedutil,,,,,idle baseline
e02-t008-sort-sort-bash-10M-897c22,2,8,2026-05-03T22:41:24-0400,sort-sort,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,0.920421,0,24519103,147926,27.2166,0.1642,0.87,0.08,14528,10,schedutil,1550.0,1374.5,,,
idle-intertrial-02-009-5d02cc,2,9,2026-05-03T22:41:29-0400,idle_intertrial,idle,,,5.000224,0,46864200,95790,9.3726,0.0192,0,0,0,51,schedutil,,,,,idle baseline
e02-t009-spell-pash_cold-100M-129897,2,9,2026-05-03T22:41:41-0400,spell,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,12.123819,0,458717656,19550243,37.9101,1.6157,32.9,14.12,53080,122,schedutil,1550.0,1550.0,,,
idle-intertrial-02-010-5405ab,2,10,2026-05-03T22:41:46-0400,idle_intertrial,idle,,,5.000369,0,44923702,44661,9.1672,0.0091,0,0,0,50,schedutil,,,,,idle baseline
e02-t010-nfa-regex-pash_cold-1M-21ed84,2,10,2026-05-03T22:41:48-0400,nfa-regex,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,1.741517,0,52894802,428963,31.1124,0.2523,2.71,0.24,22980,18,schedutil,1550.0,1635.1,,,
idle-intertrial-02-011-15a922,2,11,2026-05-03T22:41:53-0400,idle_intertrial,idle,,,5.000342,0,47372382,96263,9.6668,0.0196,0,0,0,50,schedutil,,,,,idle baseline
e02-t011-nfa-regex-bash-100M-4db227,2,11,2026-05-03T22:45:30-0400,nfa-regex,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,216.951988,0,6292358599,67523211,29.0104,0.3113,216.83,0.5,3524,2170,schedutil,1550.0,1550.0,,,
idle-intertrial-02-012-87807b,2,12,2026-05-03T22:45:35-0400,idle_intertrial,idle,,,5.000557,0,46432916,173071,9.2856,0.0346,0,0,0,51,schedutil,,,,,idle baseline
e02-t012-wf-bash-10M-9250d4,2,12,2026-05-03T22:45:38-0400,wf,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,3.040337,0,84666535,591735,28.2212,0.1972,3.3,0.1,10444,31,schedutil,1550.0,1550.0,,,
idle-intertrial-02-013-430515,2,13,2026-05-03T22:45:43-0400,idle_intertrial,idle,,,5.000163,0,47898981,206273,9.5796,0.0413,0,0,0,51,schedutil,,,,,idle baseline
e02-t013-sort-sort-bash-100M-d9e96a,2,13,2026-05-03T22:45:52-0400,sort-sort,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,9.052267,0,207150466,25483896,23.0163,2.8315,8.11,1.05,14576,91,schedutil,1550.0,1550.0,,,
idle-intertrial-02-014-28bd72,2,14,2026-05-03T22:45:57-0400,idle_intertrial,idle,,,5.000329,0,45310432,164405,9.0618,0.0329,0,0,0,51,schedutil,,,,,idle baseline
e02-t014-nfa-regex-bash-1M-8cef2f,2,14,2026-05-03T22:45:59-0400,nfa-regex,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,2.198162,0,59250324,563340,28.2129,0.2682,2.17,0.02,3420,22,schedutil,1550.0,1550.0,,,
idle-intertrial-02-015-87cd10,2,15,2026-05-03T22:46:04-0400,idle_intertrial,idle,,,5.000093,0,45560708,179526,9.2972,0.0366,0,0,0,50,schedutil,,,,,idle baseline
e02-t015-spell-bash-1M-852cd6,2,15,2026-05-03T22:46:05-0400,spell,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.574151,0,13618086,1841809,27.2223,3.6817,0.61,0.1,10516,6,schedutil,1550.0,2800.0,,,
idle-intertrial-02-016-7aa10f,2,16,2026-05-03T22:46:10-0400,idle_intertrial,idle,,,5.000186,0,49848298,199498,9.9694,0.0399,0,0,0,51,schedutil,,,,,idle baseline
e02-t016-wf-pash_cold-10M-862706,2,16,2026-05-03T22:46:12-0400,wf,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.141799,0,66573736,5983273,31.6999,2.8490,3.86,0.75,23804,22,schedutil,1546.9,1635.9,,,
idle-intertrial-02-017-1ef564,2,17,2026-05-03T22:46:17-0400,idle_intertrial,idle,,,5.000552,0,50343314,168586,10.0677,0.0337,0,0,0,51,schedutil,,,,,idle baseline
e02-t017-sort-sort-pash_cold-10M-b089b0,2,17,2026-05-03T22:46:18-0400,sort-sort,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,1.427746,0,38508339,2406324,27.5033,1.7186,1.7,0.65,23512,15,schedutil,1550.0,3962.6,,,
idle-intertrial-02-018-af50d0,2,18,2026-05-03T22:46:23-0400,idle_intertrial,idle,,,5.000547,0,47231734,54975,9.4454,0.0110,0,0,0,51,schedutil,,,,,idle baseline
e02-t018-spell-pash_cold-10M-3609fd,2,18,2026-05-03T22:46:26-0400,spell,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.298806,0,68735322,2691084,31.2417,1.2232,4.05,1.79,24052,23,schedutil,1550.0,1550.0,,,
idle-intertrial-02-019-7776ec,2,19,2026-05-03T22:46:31-0400,idle_intertrial,idle,,,5.000233,0,50534496,134438,10.1066,0.0269,0,0,0,51,schedutil,,,,,idle baseline
e02-t019-nfa-regex-bash-10M-d05203,2,19,2026-05-03T22:46:52-0400,nfa-regex,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,21.762309,0,482866798,1494552,22.2518,0.0689,21.73,0.06,3432,218,schedutil,1550.0,1550.0,,,
idle-intertrial-02-020-f59de3,2,20,2026-05-03T22:46:57-0400,idle_intertrial,idle,,,5.000227,0,46315216,73834,9.2627,0.0148,0,0,0,51,schedutil,,,,,idle baseline
e02-t020-wf-pash_cold-100M-012a68,2,20,2026-05-03T22:47:09-0400,wf,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,11.638859,0,462876499,28740274,39.9028,2.4776,33.54,4.24,53076,117,schedutil,1550.0,1270.1,,,
idle-intertrial-02-021-a1c074,2,21,2026-05-03T22:47:14-0400,idle_intertrial,idle,,,5.000517,0,56347885,170615,11.2685,0.0341,0,0,0,51,schedutil,,,,,idle baseline
e02-t021-wf-bash-1M-0cc0ce,2,21,2026-05-03T22:47:14-0400,wf,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.359857,0,8007581,36878,26.6690,0.1228,0.36,0.03,10548,4,schedutil,1550.0,1550.0,,,
idle-intertrial-02-022-18938d,2,22,2026-05-03T22:47:20-0400,idle_intertrial,idle,,,5.000118,0,66491678,495122,13.2980,0.0990,0,0,0,51,schedutil,,,,,idle baseline
e02-t022-spell-bash-100M-ddac30,2,22,2026-05-03T22:47:46-0400,spell,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,26.896842,0,806157697,61781778,30.0804,2.3053,31.16,10.14,10548,269,schedutil,1550.0,1550.0,,,
idle-intertrial-02-023-735a8d,2,23,2026-05-03T22:47:51-0400,idle_intertrial,idle,,,5.000542,0,58928060,72842,11.7844,0.0146,0,0,0,51,schedutil,,,,,idle baseline
e02-t023-sort-sort-bash-1M-4fb010,2,23,2026-05-03T22:47:52-0400,sort-sort,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.121037,0,2511939,24184,25.0938,0.2416,0.11,0.01,4992,2,schedutil,1550.0,1375.1,,,
idle-intertrial-03-000-70a6a9,3,0,2026-05-03T22:47:57-0400,idle_intertrial,idle,,,5.000176,0,61528419,111002,12.3053,0.0222,0,0,0,51,schedutil,,,,,idle baseline
e03-t000-wf-bash-1M-11941a,3,0,2026-05-03T22:47:57-0400,wf,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.336927,0,8654627,146141,28.8378,0.4870,0.36,0.01,9116,4,schedutil,1503.1,1636.7,,,
idle-intertrial-03-001-13fff2,3,1,2026-05-03T22:48:02-0400,idle_intertrial,idle,,,5.000188,0,62685570,533176,12.5368,0.1066,0,0,0,51,schedutil,,,,,idle baseline
e03-t001-sort-sort-bash-1M-e75cd2,3,1,2026-05-03T22:48:02-0400,sort-sort,bash,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.126582,0,2054002,426064,20.5160,4.2557,0.11,0.01,5032,2,schedutil,1550.0,4098.9,,,
idle-intertrial-03-002-ecdcc5,3,2,2026-05-03T22:48:07-0400,idle_intertrial,idle,,,5.000226,0,46498450,252017,9.2994,0.0504,0,0,0,51,schedutil,,,,,idle baseline
e03-t002-wf-pash_cold-100M-30800e,3,2,2026-05-03T22:48:19-0400,wf,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,11.544348,0,464144744,77227009,40.3600,6.7153,33.71,4.11,53044,116,schedutil,1546.9,1550.0,,,
idle-intertrial-03-003-8263bc,3,3,2026-05-03T22:48:24-0400,idle_intertrial,idle,,,5.000080,0,48927829,93974,9.9851,0.0192,0,0,0,50,schedutil,,,,,idle baseline
e03-t003-spell-bash-100M-474925,3,3,2026-05-03T22:48:51-0400,spell,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,27.320205,0,811946871,15366453,29.7415,0.5629,31.49,10.25,10480,274,schedutil,1550.0,3341.5,,,
idle-intertrial-03-004-e9c2ec,3,4,2026-05-03T22:48:56-0400,idle_intertrial,idle,,,5.000614,0,47305857,222415,9.4602,0.0445,0,0,0,51,schedutil,,,,,idle baseline
e03-t004-spell-bash-10M-45b156,3,4,2026-05-03T22:48:59-0400,spell,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.710777,0,80361735,4789944,29.7626,1.7740,3.17,1.06,10448,28,schedutil,1550.0,4091.8,,,
idle-intertrial-03-005-17579c,3,5,2026-05-03T22:49:04-0400,idle_intertrial,idle,,,5.000166,0,55445497,166618,11.0888,0.0333,0,0,0,51,schedutil,,,,,idle baseline
e03-t005-sort-sort-bash-100M-0f014a,3,5,2026-05-03T22:49:13-0400,sort-sort,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,8.865221,0,225620946,1663259,25.6384,0.1890,8.11,1.05,14620,89,schedutil,1550.0,1550.0,,,
idle-intertrial-03-006-210713,3,6,2026-05-03T22:49:18-0400,idle_intertrial,idle,,,5.000579,0,51486168,67608,10.2962,0.0135,0,0,0,51,schedutil,,,,,idle baseline
e03-t006-nfa-regex-pash_cold-10M-1d887b,3,6,2026-05-03T22:49:30-0400,nfa-regex,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,12.257055,0,398388226,72329557,32.6540,5.9285,22.79,0.43,22984,123,schedutil,1550.0,3757.8,,,
idle-intertrial-03-007-0364e9,3,7,2026-05-03T22:49:35-0400,idle_intertrial,idle,,,5.000546,0,53812021,104196,10.7613,0.0208,0,0,0,51,schedutil,,,,,idle baseline
e03-t007-sort-sort-pash_cold-1M-df1381,3,7,2026-05-03T22:49:36-0400,sort-sort,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.780800,0,16590237,660504,23.6969,0.9434,0.63,0.32,23492,8,schedutil,1550.0,1373.3,,,
idle-intertrial-03-008-d561da,3,8,2026-05-03T22:49:41-0400,idle_intertrial,idle,,,5.000336,0,57349802,110072,11.7027,0.0225,0,0,0,50,schedutil,,,,,idle baseline
e03-t008-nfa-regex-bash-100M-066a87,3,8,2026-05-03T22:53:18-0400,nfa-regex,bash,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,216.720704,0,6228962036,28569003,28.7446,0.1318,216.59,0.5,3400,2168,schedutil,1550.0,1550.0,,,
idle-intertrial-03-009-eb6243,3,9,2026-05-03T22:53:23-0400,idle_intertrial,idle,,,5.000415,0,51497535,82179,10.2987,0.0164,0,0,0,51,schedutil,,,,,idle baseline
e03-t009-nfa-regex-bash-10M-fc4d16,3,9,2026-05-03T22:53:45-0400,nfa-regex,bash,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,21.781331,0,499202028,192954453,23.0046,8.8919,21.73,0.08,3436,218,schedutil,1550.0,1550.0,,,
idle-intertrial-03-010-08acdf,3,10,2026-05-03T22:53:50-0400,idle_intertrial,idle,,,5.000563,0,47115880,194402,9.4222,0.0389,0,0,0,51,schedutil,,,,,idle baseline
e03-t010-nfa-regex-pash_cold-1M-f49333,3,10,2026-05-03T22:53:51-0400,nfa-regex,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,1.712144,0,53502116,1072195,31.4697,0.6307,2.69,0.22,22980,18,schedutil,1546.9,1550.0,,,
idle-intertrial-03-011-9476e7,3,11,2026-05-03T22:53:56-0400,idle_intertrial,idle,,,5.000591,0,49951503,96187,9.9893,0.0192,0,0,0,51,schedutil,,,,,idle baseline
e03-t011-wf-pash_cold-10M-03e14c,3,11,2026-05-03T22:53:58-0400,wf,pash_cold,10M,/home/aaronzp/dev/pash-exp/scripts/inputs/10M.txt,2.138205,0,67924603,3430593,32.3437,1.6335,3.88,0.69,23804,22,schedutil,1550.0,1550.0,,,
idle-intertrial-03-012-49da5e,3,12,2026-05-03T22:54:03-0400,idle_intertrial,idle,,,5.000366,0,51593371,81721,10.5282,0.0167,0,0,0,50,schedutil,,,,,idle baseline
e03-t012-sort-sort-pash_cold-100M-55e43e,3,12,2026-05-03T22:54:09-0400,sort-sort,pash_cold,100M,/home/aaronzp/dev/pash-exp/scripts/inputs/100M.txt,5.267922,0,183058099,26776569,35.2028,5.1492,9.52,3.4,53068,53,schedutil,1550.0,1550.0,,,
idle-intertrial-03-013-63220f,3,13,2026-05-03T22:54:14-0400,idle_intertrial,idle,,,5.000190,0,47988180,145424,9.5974,0.0291,0,0,0,51,schedutil,,,,,idle baseline
e03-t013-wf-pash_cold-1M-172591,3,13,2026-05-03T22:54:15-0400,wf,pash_cold,1M,/home/aaronzp/dev/pash-exp/scripts/inputs/1M.txt,0.981968,0,23137002,1172684,25.7043,1.3028,0.98,0.36,23780,10,schedutil,1550.0,1546.7,,,
idle-intertrial-03-014-66a600,3,14,2026-05-03T22:54:20-0400,idle_intertrial,idle,,,5.000300,0,52115987,113367,10.4230,0.0227,0,0,0,51,schedutil,,,,,idle baseline
